id;name
5409f11ce063da9c8b588a18;финансы
5409f11ce063da9c8b588a12;политика
5433e5decbb20f277b20eca9;общество
540d5ecacbb20f2524fc050a;медиа и технологии
540d5eafcbb20f2524fc0509;бизнес
5409f11ce063da9c8b588a13;экономика

выкинуть
5e54e2089a7947f63a801742
552e430f9a79475dd957f8b3
5e54e22a9a7947f560081ea2
